date,temperature,precipm
"4:53 PM EST on November 06, 2017",21.7,-9999.00
"5:53 PM EST on November 06, 2017",20.0,-9999.00
"6:53 PM EST on November 06, 2017",19.4,-9999.00
"7:53 PM EST on November 06, 2017",18.9,-9999.00
"8:53 PM EST on November 06, 2017",17.8,-9999.00
"9:53 PM EST on November 06, 2017",16.1,-9999.00
"10:53 PM EST on November 06, 2017",15.0,-9999.00
"11:53 PM EST on November 06, 2017",13.3,-9999.00
"12:53 AM EST on November 07, 2017",12.8,-9999.00
"1:53 AM EST on November 07, 2017",11.1,-9999.00
"2:53 AM EST on November 07, 2017",11.1,-9999.00
"3:53 AM EST on November 07, 2017",10.6,-9999.00
"4:53 AM EST on November 07, 2017",10.0,-9999.00
"5:53 AM EST on November 07, 2017",9.4,-9999.00
"6:53 AM EST on November 07, 2017",9.4,-9999.00
"7:53 AM EST on November 07, 2017",8.9,-9999.00
"8:53 AM EST on November 07, 2017",9.4,-9999.00
"9:53 AM EST on November 07, 2017",8.9,0.0
"10:53 AM EST on November 07, 2017",8.3,0.5
"11:33 AM EST on November 07, 2017",7.8,0.0
"11:49 AM EST on November 07, 2017",8.0,0.3
"11:53 AM EST on November 07, 2017",7.8,0.5
"12:53 PM EST on November 07, 2017",7.2,1.0
"1:50 PM EST on November 07, 2017",7.0,0.8
"1:53 PM EST on November 07, 2017",7.2,0.8
"2:53 PM EST on November 07, 2017",6.1,0.3
"3:53 PM EST on November 07, 2017",6.1,0.0
"4:22 PM EST on November 07, 2017",5.6,0.0
"4:53 PM EST on November 07, 2017",5.6,0.0
"5:53 PM EST on November 07, 2017",5.6,0.0
"6:53 PM EST on November 07, 2017",5.6,2.0
"7:53 PM EST on November 07, 2017",5.6,0.0
"8:53 PM EST on November 07, 2017",6.1,0.0
"9:53 PM EST on November 07, 2017",6.1,-9999.00
"10:21 PM EST on November 07, 2017",6.1,-9999.00
"10:38 PM EST on November 07, 2017",6.1,-9999.00
"10:53 PM EST on November 07, 2017",5.6,-9999.00
"11:31 PM EST on November 07, 2017",5.6,-9999.00
"11:41 PM EST on November 07, 2017",6.1,-9999.00
"11:53 PM EST on November 07, 2017",6.1,-9999.00
"12:03 AM EST on November 08, 2017",6.1,-9999.00
"12:44 AM EST on November 08, 2017",5.6,-9999.00
"12:46 AM EST on November 08, 2017",5.6,-9999.00
"12:53 AM EST on November 08, 2017",5.6,-9999.00
"1:53 AM EST on November 08, 2017",5.6,-9999.00
"2:29 AM EST on November 08, 2017",5.6,-9999.00
"2:40 AM EST on November 08, 2017",5.6,-9999.00
"2:53 AM EST on November 08, 2017",5.6,-9999.00
"3:00 AM EST on November 08, 2017",5.6,-9999.00
"3:28 AM EST on November 08, 2017",5.6,-9999.00
"3:53 AM EST on November 08, 2017",5.6,-9999.00
"4:01 AM EST on November 08, 2017",5.6,-9999.00
"4:28 AM EST on November 08, 2017",5.6,-9999.00
"4:35 AM EST on November 08, 2017",5.6,-9999.00
"4:53 AM EST on November 08, 2017",5.6,-9999.00
"5:24 AM EST on November 08, 2017",5.6,0.0
"5:50 AM EST on November 08, 2017",6.0,0.0
"5:53 AM EST on November 08, 2017",5.6,0.0
"6:39 AM EST on November 08, 2017",5.6,0.0
"6:53 AM EST on November 08, 2017",5.6,0.0
"7:53 AM EST on November 08, 2017",5.6,-9999.00
"8:20 AM EST on November 08, 2017",6.1,-9999.00
"8:53 AM EST on November 08, 2017",6.1,-9999.00
"9:53 AM EST on November 08, 2017",6.7,-9999.00
"10:53 AM EST on November 08, 2017",7.8,-9999.00
"11:53 AM EST on November 08, 2017",8.3,-9999.00
"12:14 PM EST on November 08, 2017",8.3,-9999.00
"12:53 PM EST on November 08, 2017",8.3,-9999.00
"1:53 PM EST on November 08, 2017",8.3,-9999.00
"2:45 PM EST on November 08, 2017",8.3,-9999.00
"2:53 PM EST on November 08, 2017",8.3,-9999.00
"3:53 PM EST on November 08, 2017",8.3,0.0
"4:53 PM EST on November 08, 2017",8.3,-9999.00
"5:44 PM EST on November 08, 2017",7.8,-9999.00
"5:53 PM EST on November 08, 2017",7.8,-9999.00
"6:53 PM EST on November 08, 2017",7.2,-9999.00
"7:00 PM EST on November 08, 2017",7.2,-9999.00
"7:25 PM EST on November 08, 2017",7.8,-9999.00
"7:34 PM EST on November 08, 2017",7.2,-9999.00
"7:53 PM EST on November 08, 2017",7.2,-9999.00
"8:53 PM EST on November 08, 2017",7.8,-9999.00
"9:14 PM EST on November 08, 2017",7.2,-9999.00
"9:33 PM EST on November 08, 2017",7.2,-9999.00
"9:53 PM EST on November 08, 2017",7.2,-9999.00
"10:53 PM EST on November 08, 2017",7.2,-9999.00
"11:53 PM EST on November 08, 2017",7.2,-9999.00
"12:27 AM EST on November 09, 2017",6.7,-9999.00
"12:29 AM EST on November 09, 2017",6.7,-9999.00
"12:46 AM EST on November 09, 2017",6.7,-9999.00
"12:53 AM EST on November 09, 2017",6.7,-9999.00
"1:23 AM EST on November 09, 2017",6.7,-9999.00
"1:30 AM EST on November 09, 2017",6.7,-9999.00
"1:53 AM EST on November 09, 2017",6.7,-9999.00
"2:26 AM EST on November 09, 2017",6.7,-9999.00
"2:53 AM EST on November 09, 2017",6.7,0.3
"3:04 AM EST on November 09, 2017",6.7,0.0
"3:42 AM EST on November 09, 2017",6.7,0.5
"3:53 AM EST on November 09, 2017",6.7,0.5
"4:40 AM EST on November 09, 2017",6.7,0.3
"4:53 AM EST on November 09, 2017",6.7,0.3
"5:08 AM EST on November 09, 2017",6.7,0.0
"5:15 AM EST on November 09, 2017",6.7,0.0
"5:27 AM EST on November 09, 2017",6.7,0.0
"5:35 AM EST on November 09, 2017",6.7,0.0
"5:53 AM EST on November 09, 2017",6.7,0.3
"6:53 AM EST on November 09, 2017",7.2,0.0
"7:00 AM EST on November 09, 2017",7.2,0.0
"7:53 AM EST on November 09, 2017",7.2,0.0
"8:00 AM EST on November 09, 2017",7.2,-9999.00
"8:53 AM EST on November 09, 2017",7.8,0.0
"9:53 AM EST on November 09, 2017",7.8,0.3
"10:29 AM EST on November 09, 2017",7.8,-9999.00
"10:53 AM EST on November 09, 2017",7.8,-9999.00
"11:53 AM EST on November 09, 2017",7.8,-9999.00
"12:16 PM EST on November 09, 2017",9.4,-9999.00
"12:53 PM EST on November 09, 2017",10.0,-9999.00
"1:53 PM EST on November 09, 2017",10.0,-9999.00
"2:39 PM EST on November 09, 2017",10.0,0.0
"2:46 PM EST on November 09, 2017",10.6,0.0
"2:53 PM EST on November 09, 2017",10.0,0.0
"3:15 PM EST on November 09, 2017",10.6,-9999.00
"3:21 PM EST on November 09, 2017",10.6,-9999.00
"3:38 PM EST on November 09, 2017",10.6,-9999.00
"3:50 PM EST on November 09, 2017",11.0,-9999.00
"3:53 PM EST on November 09, 2017",10.6,-9999.00
"4:15 PM EST on November 09, 2017",10.6,-9999.00
"4:48 PM EST on November 09, 2017",11.0,0.0
"4:53 PM EST on November 09, 2017",10.6,0.0
"5:49 PM EST on November 09, 2017",10.0,0.0
"5:53 PM EST on November 09, 2017",10.0,0.0
"6:23 PM EST on November 09, 2017",10.0,-9999.00
"6:53 PM EST on November 09, 2017",10.0,-9999.00
"7:12 PM EST on November 09, 2017",10.0,-9999.00
"7:19 PM EST on November 09, 2017",10.0,-9999.00
"7:53 PM EST on November 09, 2017",10.0,-9999.00
"8:53 PM EST on November 09, 2017",9.4,-9999.00
"9:53 PM EST on November 09, 2017",9.4,-9999.00
"10:53 PM EST on November 09, 2017",8.9,-9999.00
"11:53 PM EST on November 09, 2017",7.2,-9999.00
"12:53 AM EST on November 10, 2017",6.7,-9999.00
"1:21 AM EST on November 10, 2017",6.1,-9999.00
"1:24 AM EST on November 10, 2017",6.7,-9999.00
"1:53 AM EST on November 10, 2017",6.1,-9999.00
"2:53 AM EST on November 10, 2017",5.0,-9999.00
"3:53 AM EST on November 10, 2017",5.6,-9999.00
"4:53 AM EST on November 10, 2017",6.1,-9999.00
"5:53 AM EST on November 10, 2017",5.0,-9999.00
"6:53 AM EST on November 10, 2017",6.1,-9999.00
"7:53 AM EST on November 10, 2017",8.3,-9999.00
"8:53 AM EST on November 10, 2017",10.0,-9999.00
"9:53 AM EST on November 10, 2017",9.4,-9999.00
"10:53 AM EST on November 10, 2017",8.9,-9999.00
"11:53 AM EST on November 10, 2017",7.8,-9999.00
"12:53 PM EST on November 10, 2017",8.9,-9999.00
"1:53 PM EST on November 10, 2017",8.3,-9999.00
"2:53 PM EST on November 10, 2017",7.8,-9999.00
"3:53 PM EST on November 10, 2017",6.7,-9999.00
"4:53 PM EST on November 10, 2017",4.4,-9999.00
"5:53 PM EST on November 10, 2017",3.3,-9999.00
"6:53 PM EST on November 10, 2017",2.2,-9999.00
"7:53 PM EST on November 10, 2017",0.6,-9999.00
"8:53 PM EST on November 10, 2017",0.0,-9999.00
"9:53 PM EST on November 10, 2017",-1.1,-9999.00
"10:53 PM EST on November 10, 2017",-1.1,-9999.00
"11:53 PM EST on November 10, 2017",-1.7,-9999.00
"12:53 AM EST on November 11, 2017",-2.8,-9999.00
"1:53 AM EST on November 11, 2017",-2.2,-9999.00
"2:53 AM EST on November 11, 2017",-3.3,-9999.00
"3:53 AM EST on November 11, 2017",-3.3,-9999.00
"4:53 AM EST on November 11, 2017",-3.9,-9999.00
"5:53 AM EST on November 11, 2017",-4.4,-9999.00
"6:53 AM EST on November 11, 2017",-3.9,-9999.00
"7:53 AM EST on November 11, 2017",-2.8,-9999.00
"8:53 AM EST on November 11, 2017",-1.7,-9999.00
"9:53 AM EST on November 11, 2017",-0.6,-9999.00
"10:53 AM EST on November 11, 2017",1.1,-9999.00
"11:53 AM EST on November 11, 2017",1.1,-9999.00
"12:53 PM EST on November 11, 2017",2.8,-9999.00
"1:53 PM EST on November 11, 2017",2.8,-9999.00
"2:53 PM EST on November 11, 2017",3.3,-9999.00
"3:53 PM EST on November 11, 2017",3.3,-9999.00
"4:53 PM EST on November 11, 2017",2.2,-9999.00
"5:53 PM EST on November 11, 2017",1.1,-9999.00
"6:53 PM EST on November 11, 2017",1.1,-9999.00
"7:53 PM EST on November 11, 2017",0.0,-9999.00
"8:53 PM EST on November 11, 2017",-1.7,-9999.00
"9:53 PM EST on November 11, 2017",-2.2,-9999.00
"10:53 PM EST on November 11, 2017",-2.2,-9999.00
"11:53 PM EST on November 11, 2017",-2.2,-9999.00
"12:53 AM EST on November 12, 2017",-2.2,-9999.00
"1:53 AM EST on November 12, 2017",-1.7,-9999.00
"2:53 AM EST on November 12, 2017",-1.7,-9999.00
"3:53 AM EST on November 12, 2017",-1.7,-9999.00
"4:53 AM EST on November 12, 2017",-1.1,-9999.00
"5:53 AM EST on November 12, 2017",-0.6,-9999.00
"6:53 AM EST on November 12, 2017",-0.6,-9999.00
"7:53 AM EST on November 12, 2017",-0.6,-9999.00
"8:53 AM EST on November 12, 2017",0.6,-9999.00
"9:53 AM EST on November 12, 2017",2.8,-9999.00
"10:53 AM EST on November 12, 2017",4.4,-9999.00
"11:53 AM EST on November 12, 2017",5.0,-9999.00
"12:53 PM EST on November 12, 2017",5.6,-9999.00
"1:53 PM EST on November 12, 2017",6.1,-9999.00
"2:53 PM EST on November 12, 2017",7.2,-9999.00
"3:53 PM EST on November 12, 2017",7.2,-9999.00
"4:53 PM EST on November 12, 2017",6.7,-9999.00
"5:53 PM EST on November 12, 2017",5.6,-9999.00
"6:53 PM EST on November 12, 2017",5.6,-9999.00
"7:53 PM EST on November 12, 2017",5.0,-9999.00
"8:53 PM EST on November 12, 2017",5.6,-9999.00
"9:53 PM EST on November 12, 2017",5.6,-9999.00
"10:53 PM EST on November 12, 2017",3.9,0.5
"11:13 PM EST on November 12, 2017",3.9,0.5
"11:53 PM EST on November 12, 2017",4.4,1.0
"12:15 AM EST on November 13, 2017",4.4,0.5
"12:23 AM EST on November 13, 2017",3.9,0.8
"12:53 AM EST on November 13, 2017",3.9,1.3
"1:53 AM EST on November 13, 2017",3.9,0.5
"2:53 AM EST on November 13, 2017",3.9,-9999.00
"3:15 AM EST on November 13, 2017",3.9,0.0
"3:53 AM EST on November 13, 2017",3.9,0.0
"4:33 AM EST on November 13, 2017",3.3,-9999.00
"4:53 AM EST on November 13, 2017",3.9,-9999.00
"4:57 AM EST on November 13, 2017",3.3,-9999.00
"5:10 AM EST on November 13, 2017",3.3,-9999.00
"5:20 AM EST on November 13, 2017",3.3,-9999.00
"5:53 AM EST on November 13, 2017",3.3,-9999.00
"6:51 AM EST on November 13, 2017",3.0,-9999.00
"6:53 AM EST on November 13, 2017",3.3,-9999.00
"7:53 AM EST on November 13, 2017",3.3,-9999.00
"8:53 AM EST on November 13, 2017",3.9,-9999.00
"9:53 AM EST on November 13, 2017",4.4,-9999.00
"10:29 AM EST on November 13, 2017",5.0,-9999.00
"10:53 AM EST on November 13, 2017",6.1,-9999.00
"11:53 AM EST on November 13, 2017",7.2,-9999.00
"12:53 PM EST on November 13, 2017",9.4,-9999.00
"1:53 PM EST on November 13, 2017",11.7,-9999.00
"2:53 PM EST on November 13, 2017",12.8,-9999.00
"3:53 PM EST on November 13, 2017",12.2,-9999.00
"4:53 PM EST on November 13, 2017",11.1,-9999.00
"5:53 PM EST on November 13, 2017",10.6,-9999.00
"6:53 PM EST on November 13, 2017",8.9,-9999.00
"7:53 PM EST on November 13, 2017",8.9,-9999.00
"8:53 PM EST on November 13, 2017",8.9,-9999.00
"9:53 PM EST on November 13, 2017",7.8,-9999.00
"10:53 PM EST on November 13, 2017",8.9,-9999.00
"11:53 PM EST on November 13, 2017",9.4,-9999.00
"12:53 AM EST on November 14, 2017",8.3,-9999.00
"2:53 AM EST on November 14, 2017",7.2,-9999.00
"3:53 AM EST on November 14, 2017",7.2,-9999.00
"4:53 AM EST on November 14, 2017",6.7,-9999.00
"5:53 AM EST on November 14, 2017",7.2,-9999.00
"6:53 AM EST on November 14, 2017",7.2,-9999.00
"7:53 AM EST on November 14, 2017",6.7,-9999.00
"8:53 AM EST on November 14, 2017",7.8,-9999.00
"9:53 AM EST on November 14, 2017",7.8,-9999.00
"10:53 AM EST on November 14, 2017",8.3,-9999.00
"11:53 AM EST on November 14, 2017",8.3,-9999.00
"12:53 PM EST on November 14, 2017",8.9,-9999.00
"1:53 PM EST on November 14, 2017",9.4,-9999.00
"2:53 PM EST on November 14, 2017",9.4,-9999.00
"3:53 PM EST on November 14, 2017",8.9,-9999.00
"4:53 PM EST on November 14, 2017",8.3,-9999.00
"5:53 PM EST on November 14, 2017",7.2,-9999.00
"6:53 PM EST on November 14, 2017",6.7,-9999.00
"7:53 PM EST on November 14, 2017",6.1,-9999.00
"8:53 PM EST on November 14, 2017",5.0,-9999.00
"9:53 PM EST on November 14, 2017",3.3,-9999.00
"10:53 PM EST on November 14, 2017",2.2,-9999.00
"11:53 PM EST on November 14, 2017",1.1,-9999.00
"12:53 AM EST on November 15, 2017",0.0,-9999.00
"1:53 AM EST on November 15, 2017",-0.6,-9999.00
"2:53 AM EST on November 15, 2017",0.0,-9999.00
"3:53 AM EST on November 15, 2017",0.0,-9999.00
"4:53 AM EST on November 15, 2017",-0.6,-9999.00
"5:53 AM EST on November 15, 2017",-1.7,-9999.00
"6:53 AM EST on November 15, 2017",-1.7,-9999.00
"7:53 AM EST on November 15, 2017",0.0,-9999.00
"8:53 AM EST on November 15, 2017",3.9,-9999.00
"9:53 AM EST on November 15, 2017",6.1,-9999.00
"10:53 AM EST on November 15, 2017",7.8,-9999.00
"11:53 AM EST on November 15, 2017",9.4,-9999.00
"12:53 PM EST on November 15, 2017",9.4,-9999.00
"1:53 PM EST on November 15, 2017",10.6,-9999.00
"2:53 PM EST on November 15, 2017",11.1,-9999.00
"3:53 PM EST on November 15, 2017",10.0,-9999.00
"4:53 PM EST on November 15, 2017",9.4,-9999.00
"5:53 PM EST on November 15, 2017",9.4,-9999.00
"6:53 PM EST on November 15, 2017",8.9,-9999.00
"7:53 PM EST on November 15, 2017",8.3,-9999.00
"8:53 PM EST on November 15, 2017",7.8,-9999.00
"9:53 PM EST on November 15, 2017",7.8,-9999.00
"10:31 PM EST on November 15, 2017",7.2,-9999.00
"10:53 PM EST on November 15, 2017",7.2,0.0
"11:53 PM EST on November 15, 2017",6.1,0.3
"12:53 AM EST on November 16, 2017",6.1,0.0
"1:53 AM EST on November 16, 2017",5.0,-9999.00
"2:53 AM EST on November 16, 2017",4.4,-9999.00
"3:53 AM EST on November 16, 2017",3.9,-9999.00
"4:53 AM EST on November 16, 2017",3.3,-9999.00
"5:53 AM EST on November 16, 2017",3.3,-9999.00
"6:53 AM EST on November 16, 2017",2.2,-9999.00
"7:53 AM EST on November 16, 2017",3.9,-9999.00
"8:53 AM EST on November 16, 2017",6.1,-9999.00
"9:53 AM EST on November 16, 2017",13.3,-9999.00
"10:53 AM EST on November 16, 2017",15.0,-9999.00
"11:53 AM EST on November 16, 2017",16.1,-9999.00
"12:21 PM EST on November 16, 2017",16.7,-9999.00
"12:53 PM EST on November 16, 2017",17.2,-9999.00
"1:53 PM EST on November 16, 2017",17.8,-9999.00
"2:53 PM EST on November 16, 2017",18.3,-9999.00
"3:53 PM EST on November 16, 2017",17.2,-9999.00
"4:53 PM EST on November 16, 2017",15.0,-9999.00
"5:53 PM EST on November 16, 2017",12.8,-9999.00
"6:53 PM EST on November 16, 2017",11.1,-9999.00
"7:53 PM EST on November 16, 2017",9.4,-9999.00
"8:53 PM EST on November 16, 2017",8.3,-9999.00
"9:53 PM EST on November 16, 2017",7.2,-9999.00
"10:53 PM EST on November 16, 2017",6.1,-9999.00
"11:53 PM EST on November 16, 2017",2.2,-9999.00
"12:53 AM EST on November 17, 2017",5.6,-9999.00
"1:53 AM EST on November 17, 2017",5.6,-9999.00
"2:53 AM EST on November 17, 2017",6.1,-9999.00
"3:53 AM EST on November 17, 2017",5.0,-9999.00
"4:53 AM EST on November 17, 2017",4.4,-9999.00
"5:53 AM EST on November 17, 2017",3.9,-9999.00
"6:53 AM EST on November 17, 2017",3.9,-9999.00
"7:53 AM EST on November 17, 2017",3.9,-9999.00
"8:53 AM EST on November 17, 2017",6.7,-9999.00
"9:53 AM EST on November 17, 2017",8.9,-9999.00
"10:53 AM EST on November 17, 2017",11.1,-9999.00
"11:53 AM EST on November 17, 2017",11.7,-9999.00
"12:53 PM EST on November 17, 2017",12.8,-9999.00
"1:53 PM EST on November 17, 2017",13.3,-9999.00
"2:53 PM EST on November 17, 2017",13.9,-9999.00
"3:53 PM EST on November 17, 2017",13.3,-9999.00
"4:53 PM EST on November 17, 2017",12.2,-9999.00
"5:53 PM EST on November 17, 2017",9.4,-9999.00
"6:53 PM EST on November 17, 2017",9.4,-9999.00
"7:53 PM EST on November 17, 2017",6.7,-9999.00
"8:53 PM EST on November 17, 2017",6.1,-9999.00
"9:53 PM EST on November 17, 2017",4.4,-9999.00
"10:53 PM EST on November 17, 2017",3.3,-9999.00
"11:53 PM EST on November 17, 2017",1.1,-9999.00
"12:53 AM EST on November 18, 2017",2.2,-9999.00
"1:53 AM EST on November 18, 2017",2.8,-9999.00
"2:53 AM EST on November 18, 2017",2.8,-9999.00
"3:53 AM EST on November 18, 2017",3.9,-9999.00
"4:53 AM EST on November 18, 2017",5.0,-9999.00
"5:53 AM EST on November 18, 2017",4.4,-9999.00
"6:53 AM EST on November 18, 2017",4.4,-9999.00
"7:53 AM EST on November 18, 2017",5.0,-9999.00
"8:53 AM EST on November 18, 2017",7.2,-9999.00
"9:53 AM EST on November 18, 2017",8.9,-9999.00
"10:53 AM EST on November 18, 2017",11.1,-9999.00
"11:53 AM EST on November 18, 2017",12.8,-9999.00
"12:53 PM EST on November 18, 2017",15.0,-9999.00
"1:53 PM EST on November 18, 2017",16.1,-9999.00
"2:53 PM EST on November 18, 2017",17.2,-9999.00
"3:53 PM EST on November 18, 2017",17.2,-9999.00
"4:53 PM EST on November 18, 2017",16.7,-9999.00
"5:53 PM EST on November 18, 2017",16.7,-9999.00
"6:53 PM EST on November 18, 2017",16.7,-9999.00
"7:53 PM EST on November 18, 2017",16.1,-9999.00
"8:53 PM EST on November 18, 2017",16.1,-9999.00
"9:53 PM EST on November 18, 2017",16.7,-9999.00
"10:53 PM EST on November 18, 2017",16.7,-9999.00
"11:53 PM EST on November 18, 2017",16.7,0.0
"12:53 AM EST on November 19, 2017",16.7,0.0
"1:53 AM EST on November 19, 2017",16.1,-9999.00
"2:53 AM EST on November 19, 2017",15.6,-9999.00
"3:53 AM EST on November 19, 2017",16.7,0.0
"4:53 AM EST on November 19, 2017",13.9,-9999.00
"5:53 AM EST on November 19, 2017",11.7,-9999.00
"6:53 AM EST on November 19, 2017",10.0,-9999.00
"7:53 AM EST on November 19, 2017",10.0,-9999.00
"8:53 AM EST on November 19, 2017",10.6,-9999.00
"9:53 AM EST on November 19, 2017",11.7,-9999.00
"10:53 AM EST on November 19, 2017",11.7,-9999.00
"11:53 AM EST on November 19, 2017",11.1,-9999.00
"12:53 PM EST on November 19, 2017",12.2,-9999.00
"1:53 PM EST on November 19, 2017",11.1,-9999.00
"2:53 PM EST on November 19, 2017",10.6,-9999.00
"3:53 PM EST on November 19, 2017",9.4,-9999.00
"4:53 PM EST on November 19, 2017",8.9,-9999.00
"5:53 PM EST on November 19, 2017",7.8,-9999.00
"6:53 PM EST on November 19, 2017",7.2,-9999.00
"7:53 PM EST on November 19, 2017",7.8,-9999.00
"8:53 PM EST on November 19, 2017",7.2,-9999.00
"9:53 PM EST on November 19, 2017",6.7,-9999.00
"10:53 PM EST on November 19, 2017",6.7,-9999.00
"11:53 PM EST on November 19, 2017",5.0,-9999.00
"12:53 AM EST on November 20, 2017",5.0,-9999.00
"1:53 AM EST on November 20, 2017",3.9,-9999.00
"2:53 AM EST on November 20, 2017",3.3,-9999.00
"3:53 AM EST on November 20, 2017",2.2,-9999.00
"4:53 AM EST on November 20, 2017",3.3,-9999.00
"5:53 AM EST on November 20, 2017",2.8,-9999.00
"6:53 AM EST on November 20, 2017",2.2,-9999.00
"7:53 AM EST on November 20, 2017",1.1,-9999.00
"8:53 AM EST on November 20, 2017",5.0,-9999.00
"9:53 AM EST on November 20, 2017",7.2,-9999.00
"10:53 AM EST on November 20, 2017",8.3,-9999.00
"11:53 AM EST on November 20, 2017",10.0,-9999.00
"12:53 PM EST on November 20, 2017",10.6,-9999.00
"1:53 PM EST on November 20, 2017",11.1,-9999.00
"2:53 PM EST on November 20, 2017",11.7,-9999.00
"3:53 PM EST on November 20, 2017",11.7,-9999.00
"4:53 PM EST on November 20, 2017",10.6,-9999.00
"5:53 PM EST on November 20, 2017",8.9,-9999.00
"6:53 PM EST on November 20, 2017",8.3,-9999.00
"7:53 PM EST on November 20, 2017",7.2,-9999.00
"8:53 PM EST on November 20, 2017",6.1,-9999.00
"9:53 PM EST on November 20, 2017",5.0,-9999.00
"10:53 PM EST on November 20, 2017",4.4,-9999.00
"11:53 PM EST on November 20, 2017",3.3,-9999.00
"12:53 AM EST on November 21, 2017",3.9,-9999.00
"1:53 AM EST on November 21, 2017",3.9,-9999.00
"2:53 AM EST on November 21, 2017",3.3,-9999.00
"3:53 AM EST on November 21, 2017",1.1,-9999.00
"4:53 AM EST on November 21, 2017",0.6,-9999.00
"5:53 AM EST on November 21, 2017",0.6,-9999.00
"6:53 AM EST on November 21, 2017",1.7,-9999.00
"7:53 AM EST on November 21, 2017",3.3,-9999.00
"8:53 AM EST on November 21, 2017",5.0,-9999.00
"9:53 AM EST on November 21, 2017",8.3,-9999.00
"10:53 AM EST on November 21, 2017",10.0,-9999.00
"11:53 AM EST on November 21, 2017",13.3,-9999.00
"12:53 PM EST on November 21, 2017",13.3,-9999.00
"1:53 PM EST on November 21, 2017",14.4,-9999.00
"2:53 PM EST on November 21, 2017",15.6,-9999.00
"3:53 PM EST on November 21, 2017",16.1,-9999.00
"4:53 PM EST on November 21, 2017",14.4,-9999.00
"5:53 PM EST on November 21, 2017",12.8,-9999.00
"6:53 PM EST on November 21, 2017",12.2,-9999.00
"7:53 PM EST on November 21, 2017",12.2,-9999.00
"8:53 PM EST on November 21, 2017",11.1,-9999.00
"9:53 PM EST on November 21, 2017",11.1,-9999.00
"10:53 PM EST on November 21, 2017",11.7,-9999.00
"11:53 PM EST on November 21, 2017",9.4,-9999.00
"12:53 AM EST on November 22, 2017",10.6,-9999.00
"1:53 AM EST on November 22, 2017",11.1,-9999.00
"2:53 AM EST on November 22, 2017",10.0,-9999.00
"3:53 AM EST on November 22, 2017",10.0,-9999.00
"4:53 AM EST on November 22, 2017",8.9,-9999.00
"5:53 AM EST on November 22, 2017",8.3,-9999.00
"6:53 AM EST on November 22, 2017",7.2,-9999.00
"7:53 AM EST on November 22, 2017",11.1,-9999.00
"8:53 AM EST on November 22, 2017",13.3,-9999.00
"9:53 AM EST on November 22, 2017",13.9,-9999.00
"10:53 AM EST on November 22, 2017",14.4,-9999.00
"11:53 AM EST on November 22, 2017",14.4,-9999.00
"12:53 PM EST on November 22, 2017",15.0,-9999.00
"1:53 PM EST on November 22, 2017",13.9,-9999.00
"2:53 PM EST on November 22, 2017",11.7,-9999.00
"3:53 PM EST on November 22, 2017",10.6,-9999.00
"4:53 PM EST on November 22, 2017",7.8,-9999.00
"5:53 PM EST on November 22, 2017",6.1,-9999.00
"6:53 PM EST on November 22, 2017",5.0,-9999.00
"7:53 PM EST on November 22, 2017",4.4,-9999.00
"8:53 PM EST on November 22, 2017",4.4,-9999.00
"9:53 PM EST on November 22, 2017",3.3,-9999.00
"10:53 PM EST on November 22, 2017",2.8,-9999.00
"11:53 PM EST on November 22, 2017",2.8,-9999.00
"12:53 AM EST on November 23, 2017",2.2,-9999.00
"1:53 AM EST on November 23, 2017",1.7,-9999.00
"2:53 AM EST on November 23, 2017",-1.1,-9999.00
"3:53 AM EST on November 23, 2017",-1.7,-9999.00
"4:53 AM EST on November 23, 2017",-2.2,-9999.00
"5:53 AM EST on November 23, 2017",-2.2,-9999.00
"6:53 AM EST on November 23, 2017",-2.2,-9999.00
"7:53 AM EST on November 23, 2017",-2.2,-9999.00
"8:53 AM EST on November 23, 2017",0.0,-9999.00
"9:53 AM EST on November 23, 2017",2.2,-9999.00
"10:53 AM EST on November 23, 2017",3.9,-9999.00
"11:53 AM EST on November 23, 2017",5.0,-9999.00
"12:53 PM EST on November 23, 2017",6.1,-9999.00
"1:53 PM EST on November 23, 2017",7.2,-9999.00
"2:53 PM EST on November 23, 2017",7.2,-9999.00
"3:53 PM EST on November 23, 2017",7.2,-9999.00
"4:53 PM EST on November 23, 2017",5.6,-9999.00
"5:53 PM EST on November 23, 2017",5.0,-9999.00
"6:53 PM EST on November 23, 2017",4.4,-9999.00
"7:53 PM EST on November 23, 2017",2.8,-9999.00
"8:53 PM EST on November 23, 2017",2.8,-9999.00
"9:53 PM EST on November 23, 2017",1.1,-9999.00
"10:53 PM EST on November 23, 2017",1.1,-9999.00
"11:53 PM EST on November 23, 2017",-0.6,-9999.00
"12:53 AM EST on November 24, 2017",-1.1,-9999.00
"1:53 AM EST on November 24, 2017",-1.7,-9999.00
"2:53 AM EST on November 24, 2017",-1.7,-9999.00
"3:53 AM EST on November 24, 2017",-2.2,-9999.00
"4:53 AM EST on November 24, 2017",-2.2,-9999.00
"5:53 AM EST on November 24, 2017",-2.8,-9999.00
"6:53 AM EST on November 24, 2017",-2.8,-9999.00
"7:53 AM EST on November 24, 2017",-1.1,-9999.00
"8:53 AM EST on November 24, 2017",1.1,-9999.00
"9:53 AM EST on November 24, 2017",3.9,-9999.00
"10:53 AM EST on November 24, 2017",7.8,-9999.00
"11:53 AM EST on November 24, 2017",10.0,-9999.00
"12:53 PM EST on November 24, 2017",11.1,-9999.00
"1:53 PM EST on November 24, 2017",12.8,-9999.00
