date,temperature,precipm
"6:53 AM EDT on March 15, 2017",-6.1,-9999.00
"7:39 AM EDT on March 15, 2017",-6.1,-9999.00
"7:53 AM EDT on March 15, 2017",-5.6,-9999.00
"8:53 AM EDT on March 15, 2017",-4.4,-9999.00
"9:53 AM EDT on March 15, 2017",-3.3,-9999.00
"10:53 AM EDT on March 15, 2017",-2.2,-9999.00
"11:53 AM EDT on March 15, 2017",-2.2,-9999.00
"12:53 PM EDT on March 15, 2017",-1.7,-9999.00
"1:53 PM EDT on March 15, 2017",0.0,-9999.00
"2:53 PM EDT on March 15, 2017",1.1,-9999.00
"3:53 PM EDT on March 15, 2017",2.2,-9999.00
"4:53 PM EDT on March 15, 2017",2.2,-9999.00
"5:53 PM EDT on March 15, 2017",2.8,-9999.00
"6:53 PM EDT on March 15, 2017",1.7,-9999.00
"7:53 PM EDT on March 15, 2017",0.6,-9999.00
"8:53 PM EDT on March 15, 2017",0.6,-9999.00
"9:53 PM EDT on March 15, 2017",0.0,-9999.00
"10:53 PM EDT on March 15, 2017",0.0,-9999.00
"11:53 PM EDT on March 15, 2017",-1.1,-9999.00
"12:53 AM EDT on March 16, 2017",-1.1,-9999.00
"1:53 AM EDT on March 16, 2017",-1.7,-9999.00
"2:53 AM EDT on March 16, 2017",-1.7,-9999.00
"3:53 AM EDT on March 16, 2017",-1.7,-9999.00
"4:53 AM EDT on March 16, 2017",-2.8,-9999.00
"5:53 AM EDT on March 16, 2017",-2.2,-9999.00
"6:53 AM EDT on March 16, 2017",-3.9,-9999.00
"7:53 AM EDT on March 16, 2017",-2.2,-9999.00
"8:53 AM EDT on March 16, 2017",-0.6,-9999.00
"9:53 AM EDT on March 16, 2017",1.7,-9999.00
"10:53 AM EDT on March 16, 2017",2.2,-9999.00
"11:53 AM EDT on March 16, 2017",3.9,-9999.00
"12:53 PM EDT on March 16, 2017",5.0,-9999.00
"1:53 PM EDT on March 16, 2017",5.6,-9999.00
"2:53 PM EDT on March 16, 2017",6.1,-9999.00
"3:53 PM EDT on March 16, 2017",7.2,-9999.00
"4:53 PM EDT on March 16, 2017",6.7,-9999.00
"5:53 PM EDT on March 16, 2017",6.7,-9999.00
"6:53 PM EDT on March 16, 2017",5.0,-9999.00
"7:53 PM EDT on March 16, 2017",3.9,-9999.00
"8:53 PM EDT on March 16, 2017",3.3,-9999.00
"9:53 PM EDT on March 16, 2017",2.8,-9999.00
"10:53 PM EDT on March 16, 2017",2.8,-9999.00
"11:53 PM EDT on March 16, 2017",2.8,-9999.00
"12:53 AM EDT on March 17, 2017",0.0,-9999.00
"1:53 AM EDT on March 17, 2017",1.1,-9999.00
"2:53 AM EDT on March 17, 2017",0.6,-9999.00
"3:53 AM EDT on March 17, 2017",1.1,-9999.00
"4:53 AM EDT on March 17, 2017",0.6,-9999.00
"5:53 AM EDT on March 17, 2017",0.0,-9999.00
"6:53 AM EDT on March 17, 2017",0.6,-9999.00
"7:53 AM EDT on March 17, 2017",-0.6,-9999.00
"8:53 AM EDT on March 17, 2017",1.7,-9999.00
"9:53 AM EDT on March 17, 2017",5.0,-9999.00
"10:53 AM EDT on March 17, 2017",7.2,-9999.00
"11:53 AM EDT on March 17, 2017",7.8,-9999.00
"12:53 PM EDT on March 17, 2017",10.0,-9999.00
"1:53 PM EDT on March 17, 2017",10.0,-9999.00
"2:53 PM EDT on March 17, 2017",11.1,-9999.00
"3:53 PM EDT on March 17, 2017",10.6,-9999.00
"4:53 PM EDT on March 17, 2017",9.4,-9999.00
"5:53 PM EDT on March 17, 2017",9.4,0.0
"6:53 PM EDT on March 17, 2017",8.3,0.0
"7:53 PM EDT on March 17, 2017",6.7,0.0
"8:53 PM EDT on March 17, 2017",5.6,0.0
"9:53 PM EDT on March 17, 2017",5.0,0.3
"10:53 PM EDT on March 17, 2017",3.9,0.3
"11:53 PM EDT on March 17, 2017",4.4,0.0
"12:53 AM EDT on March 18, 2017",4.4,-9999.00
"1:53 AM EDT on March 18, 2017",5.6,-9999.00
"2:53 AM EDT on March 18, 2017",5.0,-9999.00
"3:53 AM EDT on March 18, 2017",5.0,-9999.00
"4:53 AM EDT on March 18, 2017",4.4,-9999.00
"5:53 AM EDT on March 18, 2017",3.9,-9999.00
"6:53 AM EDT on March 18, 2017",3.3,-9999.00
"7:53 AM EDT on March 18, 2017",3.3,-9999.00
"8:53 AM EDT on March 18, 2017",4.4,-9999.00
"9:53 AM EDT on March 18, 2017",6.1,-9999.00
"10:53 AM EDT on March 18, 2017",9.4,-9999.00
"11:53 AM EDT on March 18, 2017",11.7,-9999.00
"12:53 PM EDT on March 18, 2017",15.0,-9999.00
"1:53 PM EDT on March 18, 2017",17.2,-9999.00
"2:53 PM EDT on March 18, 2017",18.3,-9999.00
"3:53 PM EDT on March 18, 2017",18.3,-9999.00
"4:53 PM EDT on March 18, 2017",17.8,-9999.00
"5:53 PM EDT on March 18, 2017",16.1,-9999.00
"6:10 PM EDT on March 18, 2017",15.6,-9999.00
"6:25 PM EDT on March 18, 2017",13.9,0.0
"6:53 PM EDT on March 18, 2017",10.6,5.8
"6:54 PM EDT on March 18, 2017",10.6,0.0
"7:02 PM EDT on March 18, 2017",10.6,0.0
"9:53 AM EDT on March 19, 2017",6.7,-9999.00
"10:53 AM EDT on March 19, 2017",7.8,-9999.00
"11:53 AM EDT on March 19, 2017",8.3,-9999.00
"12:53 PM EDT on March 19, 2017",8.9,-9999.00
"1:53 PM EDT on March 19, 2017",10.0,-9999.00
"2:53 PM EDT on March 19, 2017",10.6,-9999.00
"3:53 PM EDT on March 19, 2017",12.2,-9999.00
"4:53 PM EDT on March 19, 2017",12.2,-9999.00
"5:53 PM EDT on March 19, 2017",11.7,-9999.00
"6:53 PM EDT on March 19, 2017",10.0,-9999.00
"7:53 PM EDT on March 19, 2017",8.3,-9999.00
"8:53 PM EDT on March 19, 2017",8.3,-9999.00
"9:53 PM EDT on March 19, 2017",7.2,-9999.00
"10:53 PM EDT on March 19, 2017",6.1,-9999.00
"11:53 PM EDT on March 19, 2017",6.7,-9999.00
"12:53 AM EDT on March 20, 2017",6.7,-9999.00
"1:53 AM EDT on March 20, 2017",5.6,-9999.00
"2:53 AM EDT on March 20, 2017",5.0,-9999.00
"3:53 AM EDT on March 20, 2017",5.0,-9999.00
"4:53 AM EDT on March 20, 2017",3.3,-9999.00
"5:53 AM EDT on March 20, 2017",3.3,-9999.00
"6:53 AM EDT on March 20, 2017",1.7,-9999.00
"7:53 AM EDT on March 20, 2017",1.1,-9999.00
"8:53 AM EDT on March 20, 2017",4.4,-9999.00
"9:53 AM EDT on March 20, 2017",7.8,-9999.00
"10:53 AM EDT on March 20, 2017",8.9,-9999.00
"11:53 AM EDT on March 20, 2017",10.6,-9999.00
"12:53 PM EDT on March 20, 2017",11.1,-9999.00
"1:53 PM EDT on March 20, 2017",12.8,-9999.00
"2:53 PM EDT on March 20, 2017",13.3,-9999.00
"3:53 PM EDT on March 20, 2017",13.9,-9999.00
"4:53 PM EDT on March 20, 2017",14.4,-9999.00
"5:53 PM EDT on March 20, 2017",13.9,-9999.00
"6:53 PM EDT on March 20, 2017",13.3,-9999.00
"7:53 PM EDT on March 20, 2017",11.1,-9999.00
"8:53 PM EDT on March 20, 2017",12.2,-9999.00
"9:53 PM EDT on March 20, 2017",11.1,-9999.00
"10:53 PM EDT on March 20, 2017",9.4,-9999.00
"11:53 PM EDT on March 20, 2017",11.1,-9999.00
"12:53 AM EDT on March 21, 2017",10.0,-9999.00
"1:53 AM EDT on March 21, 2017",10.0,0.0
"2:53 AM EDT on March 21, 2017",8.3,0.0
"3:53 AM EDT on March 21, 2017",8.3,0.0
"4:53 AM EDT on March 21, 2017",8.3,-9999.00
"5:53 AM EDT on March 21, 2017",8.3,-9999.00
"6:53 AM EDT on March 21, 2017",7.8,-9999.00
"7:53 AM EDT on March 21, 2017",7.8,-9999.00
"8:53 AM EDT on March 21, 2017",8.9,-9999.00
"9:53 AM EDT on March 21, 2017",9.4,-9999.00
"10:53 AM EDT on March 21, 2017",11.7,-9999.00
"11:53 AM EDT on March 21, 2017",13.9,-9999.00
"12:53 PM EDT on March 21, 2017",15.6,-9999.00
"1:53 PM EDT on March 21, 2017",17.8,-9999.00
"2:53 PM EDT on March 21, 2017",18.9,-9999.00
"3:53 PM EDT on March 21, 2017",20.0,-9999.00
"4:53 PM EDT on March 21, 2017",20.0,-9999.00
"5:53 PM EDT on March 21, 2017",19.4,-9999.00
"6:53 PM EDT on March 21, 2017",18.3,-9999.00
"7:53 PM EDT on March 21, 2017",16.7,-9999.00
"8:53 PM EDT on March 21, 2017",14.4,-9999.00
"9:53 PM EDT on March 21, 2017",13.9,-9999.00
"10:53 PM EDT on March 21, 2017",13.9,-9999.00
"11:53 PM EDT on March 21, 2017",14.4,-9999.00
"12:53 AM EDT on March 22, 2017",14.4,-9999.00
"1:53 AM EDT on March 22, 2017",14.4,-9999.00
"2:53 AM EDT on March 22, 2017",13.9,-9999.00
"3:53 AM EDT on March 22, 2017",12.8,-9999.00
"4:53 AM EDT on March 22, 2017",12.8,-9999.00
"5:53 AM EDT on March 22, 2017",12.2,-9999.00
"6:53 AM EDT on March 22, 2017",10.6,-9999.00
"7:53 AM EDT on March 22, 2017",6.7,-9999.00
"8:53 AM EDT on March 22, 2017",6.7,-9999.00
"9:53 AM EDT on March 22, 2017",6.7,-9999.00
"10:53 AM EDT on March 22, 2017",7.2,-9999.00
"11:53 AM EDT on March 22, 2017",8.3,-9999.00
"12:53 PM EDT on March 22, 2017",8.9,-9999.00
"1:53 PM EDT on March 22, 2017",9.4,-9999.00
"2:53 PM EDT on March 22, 2017",10.0,-9999.00
"3:53 PM EDT on March 22, 2017",10.6,-9999.00
"4:53 PM EDT on March 22, 2017",10.6,-9999.00
"5:53 PM EDT on March 22, 2017",10.0,-9999.00
"6:53 PM EDT on March 22, 2017",8.3,-9999.00
"7:53 PM EDT on March 22, 2017",7.2,-9999.00
"8:53 PM EDT on March 22, 2017",6.7,-9999.00
"9:53 PM EDT on March 22, 2017",5.0,-9999.00
"10:53 PM EDT on March 22, 2017",3.9,-9999.00
"11:53 PM EDT on March 22, 2017",3.9,-9999.00
"12:53 AM EDT on March 23, 2017",3.3,-9999.00
"1:53 AM EDT on March 23, 2017",1.7,-9999.00
"2:53 AM EDT on March 23, 2017",1.1,-9999.00
"3:53 AM EDT on March 23, 2017",-1.1,-9999.00
"4:53 AM EDT on March 23, 2017",0.0,-9999.00
"5:53 AM EDT on March 23, 2017",-2.2,-9999.00
"6:53 AM EDT on March 23, 2017",-2.2,-9999.00
"7:53 AM EDT on March 23, 2017",-1.1,-9999.00
"8:53 AM EDT on March 23, 2017",1.1,-9999.00
"9:53 AM EDT on March 23, 2017",2.2,-9999.00
"10:53 AM EDT on March 23, 2017",3.9,-9999.00
"11:53 AM EDT on March 23, 2017",5.0,-9999.00
"12:53 PM EDT on March 23, 2017",6.7,-9999.00
"1:53 PM EDT on March 23, 2017",7.8,-9999.00
"2:53 PM EDT on March 23, 2017",8.9,-9999.00
"3:53 PM EDT on March 23, 2017",9.4,-9999.00
"4:53 PM EDT on March 23, 2017",10.6,-9999.00
"5:53 PM EDT on March 23, 2017",10.6,-9999.00
"6:53 PM EDT on March 23, 2017",9.4,-9999.00
"7:53 PM EDT on March 23, 2017",7.8,-9999.00
"8:53 PM EDT on March 23, 2017",6.7,-9999.00
"9:53 PM EDT on March 23, 2017",5.0,-9999.00
"10:53 PM EDT on March 23, 2017",5.0,-9999.00
"11:53 PM EDT on March 23, 2017",4.4,-9999.00
"12:53 AM EDT on March 24, 2017",5.0,-9999.00
"1:53 AM EDT on March 24, 2017",2.8,-9999.00
"2:53 AM EDT on March 24, 2017",2.2,-9999.00
"3:53 AM EDT on March 24, 2017",3.3,-9999.00
"4:53 AM EDT on March 24, 2017",2.8,-9999.00
"5:53 AM EDT on March 24, 2017",2.8,-9999.00
"6:53 AM EDT on March 24, 2017",3.3,-9999.00
"7:53 AM EDT on March 24, 2017",3.9,-9999.00
"8:53 AM EDT on March 24, 2017",5.0,0.0
"9:53 AM EDT on March 24, 2017",4.4,0.0
"10:53 AM EDT on March 24, 2017",5.6,0.0
"11:53 AM EDT on March 24, 2017",7.8,-9999.00
"12:53 PM EDT on March 24, 2017",11.1,-9999.00
"1:53 PM EDT on March 24, 2017",14.4,-9999.00
"2:53 PM EDT on March 24, 2017",18.3,-9999.00
"3:53 PM EDT on March 24, 2017",19.4,-9999.00
"4:53 PM EDT on March 24, 2017",20.6,-9999.00
"5:53 PM EDT on March 24, 2017",20.6,-9999.00
"6:53 PM EDT on March 24, 2017",20.0,-9999.00
"7:53 PM EDT on March 24, 2017",18.9,-9999.00
"8:53 PM EDT on March 24, 2017",17.8,-9999.00
"9:53 PM EDT on March 24, 2017",17.8,-9999.00
"10:53 PM EDT on March 24, 2017",15.0,-9999.00
"11:53 PM EDT on March 24, 2017",15.6,-9999.00
"12:53 AM EDT on March 25, 2017",14.4,-9999.00
"1:53 AM EDT on March 25, 2017",13.9,-9999.00
"2:53 AM EDT on March 25, 2017",15.6,-9999.00
"3:53 AM EDT on March 25, 2017",14.4,-9999.00
"4:53 AM EDT on March 25, 2017",14.4,-9999.00
"5:53 AM EDT on March 25, 2017",13.3,-9999.00
"6:53 AM EDT on March 25, 2017",13.3,-9999.00
"7:53 AM EDT on March 25, 2017",13.9,-9999.00
"8:53 AM EDT on March 25, 2017",15.6,-9999.00
"9:53 AM EDT on March 25, 2017",18.3,-9999.00
"10:53 AM EDT on March 25, 2017",21.1,-9999.00
"11:53 AM EDT on March 25, 2017",23.9,-9999.00
"12:53 PM EDT on March 25, 2017",25.6,-9999.00
"1:53 PM EDT on March 25, 2017",26.1,-9999.00
"2:53 PM EDT on March 25, 2017",26.7,-9999.00
"3:53 PM EDT on March 25, 2017",27.2,-9999.00
"4:53 PM EDT on March 25, 2017",26.1,-9999.00
"5:53 PM EDT on March 25, 2017",25.0,-9999.00
"6:53 PM EDT on March 25, 2017",23.3,-9999.00
"7:53 PM EDT on March 25, 2017",22.2,-9999.00
"8:53 PM EDT on March 25, 2017",21.1,-9999.00
"9:53 PM EDT on March 25, 2017",19.4,-9999.00
"10:53 PM EDT on March 25, 2017",19.4,-9999.00
"11:53 PM EDT on March 25, 2017",18.3,-9999.00
"12:53 AM EDT on March 26, 2017",17.2,-9999.00
"1:53 AM EDT on March 26, 2017",16.1,-9999.00
"2:53 AM EDT on March 26, 2017",14.4,-9999.00
"3:53 AM EDT on March 26, 2017",13.9,-9999.00
"4:53 AM EDT on March 26, 2017",14.4,-9999.00
"5:53 AM EDT on March 26, 2017",12.8,-9999.00
"6:53 AM EDT on March 26, 2017",12.8,-9999.00
"7:53 AM EDT on March 26, 2017",11.7,-9999.00
"8:53 AM EDT on March 26, 2017",11.1,-9999.00
"9:36 AM EDT on March 26, 2017",11.7,-9999.00
"9:50 AM EDT on March 26, 2017",12.0,-9999.00
"9:53 AM EDT on March 26, 2017",11.7,-9999.00
"10:53 AM EDT on March 26, 2017",12.2,-9999.00
"11:53 AM EDT on March 26, 2017",13.3,-9999.00
"12:53 PM EDT on March 26, 2017",13.9,-9999.00
"1:53 PM EDT on March 26, 2017",14.4,-9999.00
"2:53 PM EDT on March 26, 2017",14.4,-9999.00
"3:53 PM EDT on March 26, 2017",13.9,-9999.00
"4:17 PM EDT on March 26, 2017",14.4,-9999.00
"4:53 PM EDT on March 26, 2017",13.9,-9999.00
"5:28 PM EDT on March 26, 2017",13.9,-9999.00
"5:53 PM EDT on March 26, 2017",12.8,-9999.00
"6:00 PM EDT on March 26, 2017",12.8,-9999.00
"6:53 PM EDT on March 26, 2017",11.7,-9999.00
"7:13 PM EDT on March 26, 2017",11.1,-9999.00
"7:53 PM EDT on March 26, 2017",11.1,-9999.00
"8:53 PM EDT on March 26, 2017",10.6,0.0
"9:53 PM EDT on March 26, 2017",10.6,0.8
"10:22 PM EDT on March 26, 2017",10.6,0.0
"10:53 PM EDT on March 26, 2017",10.6,0.0
"11:00 PM EDT on March 26, 2017",10.6,-9999.00
"11:53 PM EDT on March 26, 2017",10.0,-9999.00
"12:53 AM EDT on March 27, 2017",10.0,0.0
"1:53 AM EDT on March 27, 2017",10.0,0.8
"2:04 AM EDT on March 27, 2017",10.0,0.0
"2:38 AM EDT on March 27, 2017",10.0,0.0
"2:53 AM EDT on March 27, 2017",10.0,0.0
"3:25 AM EDT on March 27, 2017",10.0,0.0
"3:33 AM EDT on March 27, 2017",10.0,0.0
"3:44 AM EDT on March 27, 2017",10.0,0.0
"3:53 AM EDT on March 27, 2017",10.0,0.0
"4:31 AM EDT on March 27, 2017",10.0,-9999.00
"4:53 AM EDT on March 27, 2017",10.0,-9999.00
"5:53 AM EDT on March 27, 2017",10.0,0.0
"6:28 AM EDT on March 27, 2017",10.0,-9999.00
"6:37 AM EDT on March 27, 2017",10.0,-9999.00
"6:53 AM EDT on March 27, 2017",10.0,-9999.00
"7:32 AM EDT on March 27, 2017",10.0,-9999.00
"7:36 AM EDT on March 27, 2017",10.0,-9999.00
"7:45 AM EDT on March 27, 2017",10.0,-9999.00
"7:53 AM EDT on March 27, 2017",10.0,-9999.00
"7:56 AM EDT on March 27, 2017",10.6,-9999.00
"8:53 AM EDT on March 27, 2017",10.6,-9999.00
"9:53 AM EDT on March 27, 2017",12.2,-9999.00
"10:00 AM EDT on March 27, 2017",12.8,-9999.00
"10:26 AM EDT on March 27, 2017",13.9,-9999.00
"10:53 AM EDT on March 27, 2017",15.6,-9999.00
"11:13 AM EDT on March 27, 2017",16.7,-9999.00
"11:46 AM EDT on March 27, 2017",18.9,-9999.00
"11:53 AM EDT on March 27, 2017",19.4,-9999.00
"12:53 PM EDT on March 27, 2017",21.7,-9999.00
"1:53 PM EDT on March 27, 2017",23.3,-9999.00
"2:53 PM EDT on March 27, 2017",25.0,-9999.00
"3:53 PM EDT on March 27, 2017",25.6,-9999.00
"4:53 PM EDT on March 27, 2017",25.0,-9999.00
"5:53 PM EDT on March 27, 2017",24.4,-9999.00
"6:53 PM EDT on March 27, 2017",23.9,-9999.00
"7:53 PM EDT on March 27, 2017",22.8,-9999.00
"8:53 PM EDT on March 27, 2017",21.1,0.0
"9:53 PM EDT on March 27, 2017",20.0,-9999.00
"10:53 PM EDT on March 27, 2017",18.3,-9999.00
"11:53 PM EDT on March 27, 2017",18.9,-9999.00
"12:53 AM EDT on March 28, 2017",18.3,-9999.00
"1:53 AM EDT on March 28, 2017",16.7,-9999.00
"2:53 AM EDT on March 28, 2017",17.8,0.8
"3:53 AM EDT on March 28, 2017",16.1,0.5
"4:53 AM EDT on March 28, 2017",16.7,-9999.00
"5:53 AM EDT on March 28, 2017",16.7,-9999.00
"6:17 AM EDT on March 28, 2017",17.2,-9999.00
"6:38 AM EDT on March 28, 2017",16.7,0.8
"6:53 AM EDT on March 28, 2017",16.7,1.3
"7:02 AM EDT on March 28, 2017",16.7,1.5
"7:53 AM EDT on March 28, 2017",16.7,4.3
"8:53 AM EDT on March 28, 2017",16.1,2.0
"9:53 AM EDT on March 28, 2017",17.2,0.0
"10:30 AM EDT on March 28, 2017",17.8,-9999.00
"10:53 AM EDT on March 28, 2017",18.3,-9999.00
"11:53 AM EDT on March 28, 2017",17.2,0.5
"12:53 PM EDT on March 28, 2017",19.4,0.0
"1:53 PM EDT on March 28, 2017",22.2,-9999.00
"2:53 PM EDT on March 28, 2017",22.2,-9999.00
"3:53 PM EDT on March 28, 2017",23.3,-9999.00
"4:53 PM EDT on March 28, 2017",21.7,-9999.00
"5:53 PM EDT on March 28, 2017",18.9,0.0
"6:53 PM EDT on March 28, 2017",18.9,-9999.00
"7:53 PM EDT on March 28, 2017",17.2,-9999.00
"8:53 PM EDT on March 28, 2017",16.7,-9999.00
"9:53 PM EDT on March 28, 2017",14.4,-9999.00
"10:53 PM EDT on March 28, 2017",15.0,-9999.00
"11:53 PM EDT on March 28, 2017",16.1,-9999.00
"12:53 AM EDT on March 29, 2017",16.7,-9999.00
"1:53 AM EDT on March 29, 2017",15.6,-9999.00
"2:53 AM EDT on March 29, 2017",15.0,-9999.00
"3:53 AM EDT on March 29, 2017",14.4,-9999.00
"4:53 AM EDT on March 29, 2017",12.8,-9999.00
"5:53 AM EDT on March 29, 2017",14.4,-9999.00
"6:53 AM EDT on March 29, 2017",13.3,-9999.00
"7:53 AM EDT on March 29, 2017",14.4,-9999.00
"8:53 AM EDT on March 29, 2017",16.1,-9999.00
"9:53 AM EDT on March 29, 2017",16.1,-9999.00
"10:53 AM EDT on March 29, 2017",16.7,-9999.00
"11:53 AM EDT on March 29, 2017",18.3,-9999.00
"12:53 PM EDT on March 29, 2017",18.9,-9999.00
"1:53 PM EDT on March 29, 2017",20.0,-9999.00
"2:53 PM EDT on March 29, 2017",21.7,-9999.00
"3:53 PM EDT on March 29, 2017",21.7,-9999.00
"4:53 PM EDT on March 29, 2017",21.1,-9999.00
"5:53 PM EDT on March 29, 2017",20.6,-9999.00
"6:53 PM EDT on March 29, 2017",18.9,-9999.00
"7:53 PM EDT on March 29, 2017",17.2,-9999.00
"8:53 PM EDT on March 29, 2017",16.7,-9999.00
"9:53 PM EDT on March 29, 2017",14.4,-9999.00
"10:53 PM EDT on March 29, 2017",13.3,-9999.00
"11:53 PM EDT on March 29, 2017",12.8,-9999.00
"12:53 AM EDT on March 30, 2017",12.2,-9999.00
"1:53 AM EDT on March 30, 2017",11.7,-9999.00
"2:53 AM EDT on March 30, 2017",11.1,-9999.00
"3:53 AM EDT on March 30, 2017",11.1,-9999.00
"4:53 AM EDT on March 30, 2017",10.0,-9999.00
"5:53 AM EDT on March 30, 2017",10.6,-9999.00
"6:53 AM EDT on March 30, 2017",10.0,-9999.00
"7:53 AM EDT on March 30, 2017",10.0,-9999.00
"8:53 AM EDT on March 30, 2017",10.0,-9999.00
"9:53 AM EDT on March 30, 2017",10.0,-9999.00
"10:53 AM EDT on March 30, 2017",10.6,-9999.00
"11:53 AM EDT on March 30, 2017",11.1,-9999.00
"12:53 PM EDT on March 30, 2017",11.7,-9999.00
"1:53 PM EDT on March 30, 2017",11.7,-9999.00
"2:53 PM EDT on March 30, 2017",12.2,-9999.00
"3:53 PM EDT on March 30, 2017",12.8,-9999.00
"4:53 PM EDT on March 30, 2017",13.3,-9999.00
"5:53 PM EDT on March 30, 2017",12.8,-9999.00
"6:53 PM EDT on March 30, 2017",12.8,-9999.00
"7:53 PM EDT on March 30, 2017",12.8,-9999.00
"8:53 PM EDT on March 30, 2017",11.7,-9999.00
"9:53 PM EDT on March 30, 2017",11.7,-9999.00
"10:53 PM EDT on March 30, 2017",11.7,-9999.00
"11:53 PM EDT on March 30, 2017",12.2,-9999.00
"12:53 AM EDT on March 31, 2017",11.7,-9999.00
"1:21 AM EDT on March 31, 2017",10.6,-9999.00
"1:53 AM EDT on March 31, 2017",10.0,-9999.00
"2:53 AM EDT on March 31, 2017",10.0,-9999.00
"3:53 AM EDT on March 31, 2017",9.4,0.0
"4:43 AM EDT on March 31, 2017",8.9,1.0
"4:53 AM EDT on March 31, 2017",8.9,1.3
"5:33 AM EDT on March 31, 2017",8.9,0.5
"5:53 AM EDT on March 31, 2017",8.9,0.5
"6:30 AM EDT on March 31, 2017",8.3,0.3
"6:53 AM EDT on March 31, 2017",8.3,0.3
"7:02 AM EDT on March 31, 2017",8.3,0.3
"7:41 AM EDT on March 31, 2017",8.3,5.3
"7:51 AM EDT on March 31, 2017",8.0,5.8
"7:53 AM EDT on March 31, 2017",8.3,5.8
"8:44 AM EDT on March 31, 2017",7.8,5.8
"8:53 AM EDT on March 31, 2017",7.8,6.3
"8:57 AM EDT on March 31, 2017",7.8,0.3
"9:07 AM EDT on March 31, 2017",7.8,1.0
"9:33 AM EDT on March 31, 2017",7.8,2.8
"9:43 AM EDT on March 31, 2017",7.8,3.6
"9:53 AM EDT on March 31, 2017",7.8,3.8
"10:18 AM EDT on March 31, 2017",8.3,2.3
"10:36 AM EDT on March 31, 2017",8.9,4.8
"10:53 AM EDT on March 31, 2017",8.3,5.1
"11:29 AM EDT on March 31, 2017",9.4,0.0
"11:53 AM EDT on March 31, 2017",10.6,0.0
"12:26 PM EDT on March 31, 2017",11.1,0.0
"12:53 PM EDT on March 31, 2017",11.1,0.0
"1:53 PM EDT on March 31, 2017",12.8,-9999.00
"2:36 PM EDT on March 31, 2017",13.9,-9999.00
"2:43 PM EDT on March 31, 2017",14.4,-9999.00
"2:53 PM EDT on March 31, 2017",14.4,-9999.00
"3:01 PM EDT on March 31, 2017",15.0,-9999.00
"3:21 PM EDT on March 31, 2017",15.0,-9999.00
"3:53 PM EDT on March 31, 2017",14.4,-9999.00
"4:53 PM EDT on March 31, 2017",15.6,0.3
"5:35 PM EDT on March 31, 2017",13.9,0.8
"5:53 PM EDT on March 31, 2017",13.9,2.3
"6:07 PM EDT on March 31, 2017",13.9,0.3
"6:53 PM EDT on March 31, 2017",13.9,0.3
"7:12 PM EDT on March 31, 2017",13.3,1.0
"7:38 PM EDT on March 31, 2017",13.3,3.3
"7:53 PM EDT on March 31, 2017",13.3,3.3
"8:53 PM EDT on March 31, 2017",13.3,0.0
"9:53 PM EDT on March 31, 2017",12.8,0.0
"10:04 PM EDT on March 31, 2017",12.8,-9999.00
"10:53 PM EDT on March 31, 2017",11.7,-9999.00
"11:53 PM EDT on March 31, 2017",11.7,-9999.00
"12:53 AM EDT on April 01, 2017",12.2,-9999.00
"1:53 AM EDT on April 01, 2017",13.9,-9999.00
"2:53 AM EDT on April 01, 2017",12.2,-9999.00
"3:53 AM EDT on April 01, 2017",13.3,-9999.00
"4:53 AM EDT on April 01, 2017",13.3,-9999.00
"5:53 AM EDT on April 01, 2017",10.6,-9999.00
"6:53 AM EDT on April 01, 2017",13.9,-9999.00
"7:53 AM EDT on April 01, 2017",14.4,-9999.00
"8:53 AM EDT on April 01, 2017",16.1,-9999.00
"9:53 AM EDT on April 01, 2017",16.7,-9999.00
"10:53 AM EDT on April 01, 2017",17.8,-9999.00
"11:53 AM EDT on April 01, 2017",18.9,-9999.00
"12:53 PM EDT on April 01, 2017",18.3,-9999.00
"1:53 PM EDT on April 01, 2017",19.4,-9999.00
"2:53 PM EDT on April 01, 2017",19.4,-9999.00
"3:53 PM EDT on April 01, 2017",19.4,-9999.00
"4:53 PM EDT on April 01, 2017",18.9,-9999.00
"5:53 PM EDT on April 01, 2017",17.8,-9999.00
"6:53 PM EDT on April 01, 2017",16.1,-9999.00
"7:53 PM EDT on April 01, 2017",14.4,-9999.00
"8:53 PM EDT on April 01, 2017",13.3,-9999.00
"9:53 PM EDT on April 01, 2017",12.2,-9999.00
"10:53 PM EDT on April 01, 2017",11.1,-9999.00
"11:53 PM EDT on April 01, 2017",10.6,-9999.00
"12:53 AM EDT on April 02, 2017",10.0,-9999.00
"1:53 AM EDT on April 02, 2017",8.3,-9999.00
"2:53 AM EDT on April 02, 2017",8.3,-9999.00
"3:53 AM EDT on April 02, 2017",6.7,-9999.00
"4:53 AM EDT on April 02, 2017",6.7,-9999.00
"5:53 AM EDT on April 02, 2017",5.6,-9999.00
"6:53 AM EDT on April 02, 2017",6.7,-9999.00
"7:53 AM EDT on April 02, 2017",6.7,-9999.00
"8:53 AM EDT on April 02, 2017",9.4,-9999.00
"9:53 AM EDT on April 02, 2017",11.1,-9999.00
"10:53 AM EDT on April 02, 2017",13.3,-9999.00
"11:53 AM EDT on April 02, 2017",15.6,-9999.00
"12:53 PM EDT on April 02, 2017",16.1,-9999.00
"1:53 PM EDT on April 02, 2017",17.2,-9999.00
"2:29 PM EDT on April 02, 2017",17.8,-9999.00
"2:53 PM EDT on April 02, 2017",17.8,-9999.00
"3:53 PM EDT on April 02, 2017",18.3,-9999.00
