,RecordID,TicketNumber,DateIssued,StreetName,TimeIssued,StreetNumber,LicenseState,WaiverRequestDate,WaiverGrantedDate,AppealDate,AppealGrantedDate,ViolationDescription,AppealStatus,Location,LicensePlateAnon,Coords,DistMetric
350995,350996,86387613,2017-02-23T00:00:00.000Z,JEFFERSON PARK AVE,19:34,1713,VA,,,,,Blocking Drive ,n/a,1713 JEFFERSON PARK AVE,108075,"(38.03037845, -78.5090157485138)",7.539402235132901
15082,16083,00199461,2017-02-23T08:38:19.000Z,LEXINGTON AVE,08:38,700,NY,,,,,Blocking Drive ,n/a,700 LEXINGTON AVE,21194,"(38.034935, -78.471353)",4.915372225384014
15144,16145,00199527,2017-02-24T09:44:29.000Z,15TH ST NW,09:44,500,VA,,,,,Void,n/a,500 15TH ST NW,52136,"(38.039651, -78.497595)",1.2960466740461407
15181,16182,00199564,2017-02-24T11:15:09.000Z,ROSE HILL DR,11:15,600,VA,,,,,Overtime Parking,n/a,600 ROSE HILL DR,72781,"(38.0373168282828, -78.4881455454546)",1.7824143858055592
364169,364170,87714018,2017-02-25T00:00:00.000Z,5TH ST NE,14:13,106,VA,,,,,No Parking any time,n/a,106 5TH ST NE,109093,"(38.03010935, -78.4781491097141)",0.025
364432,364433,87842824,2017-02-25T00:00:00.000Z,STONEHENGE AVE,05:03,502,VA,,,,,Obstructing Traffic ,n/a,502 STONEHENGE AVE,110060,"(38.02003995, -78.4856639419943)",13.234529107708932
364115,364116,87688316,2017-02-25T00:00:00.000Z,ALTAMONT ST,08:33,410,VA,,,,,Permit Zone w/o Permit,n/a,410 ALTAMONT ST,174562,"(38.0342893, -78.48219745)",0.9780925079111983
355174,356175,86736721,2017-02-26T00:00:00.000Z,CHERRY AVE,04:30,1223,AZ,,,,,Dual Wheeled Veh Overnight,n/a,1223 CHERRY AVE,829,"(38.02652795, -78.500729422999)",9.717056093516751
355176,356177,86736805,2017-02-26T00:00:00.000Z,W MAIN ST,04:40,810,NC,,,,,LT Side to Curb,n/a,810 W MAIN ST,15563,"(38.03143675, -78.4917955597292)",0.6174125748496566
355178,356179,86736921,2017-02-26T00:00:00.000Z,7TH ST SW,04:52,208,VA,,,,,Dual Wheeled Veh Overnight,n/a,208 7TH ST SW,113645,"(38.0304962, -78.4899483275782)",0.7980453631930773
340433,339434,85496215,2017-02-27T00:00:00.000Z,DICE ST,18:04,500,VA,,,,,Parking 20ft of Intersection,n/a,500 DICE ST,131052,"(38.029015, -78.489033)",1.569346239287978
15258,16259,00199644,2017-02-27T08:16:50.000Z,GORDON AVE,08:16,1300,VA,,,,,No Parking any time,n/a,1300 GORDON AVE,130004,"(38.038829, -78.49602)",1.082988954859214
355083,356084,86730113,2017-02-28T00:00:00.000Z,WERTLAND ST,19:56,1005,VA,,,,,Blocking Drive ,n/a,1005 WERTLAND ST,133531,"(38.0343285, -78.4943357394104)",0.025
352248,352249,86483618,2017-02-28T00:00:00.000Z,E HIGH ST,13:37,1100,VA,,,,,No Parking any time,n/a,1100 E HIGH ST,113110,"(38.033224, -78.483328)",0.3136397763467856
364170,364171,87714818,2017-03-01T00:00:00.000Z,4TH ST NE,15:55,104,VA,,,,,No Parking any time,n/a,104 4TH ST NE,103655,"(38.0301524489796, -78.4790900204082)",0.025
15497,16498,00199897,2017-03-01T12:02:34.000Z,PAOLI ST,12:02,900,VA,,,,,Permit Zone w/o Permit,n/a,900 PAOLI ST,104208,"(38.03515, -78.491499)",0.13115629400143158
351056,351057,86393026,2017-03-02T00:00:00.000Z,WERTLAND ST,08:44,1021,VA,,,,,Curb Painted Yellow,n/a,1021 WERTLAND ST,114019,"(38.0346209, -78.4950041857331)",0.025
362037,362038,87232818,2017-03-02T00:00:00.000Z,CARLTON AVE,11:48,1500,VA,,,,,No Parking any time,n/a,1500 CARLTON AVE,104588,"(38.02128635, -78.4637282938018)",1.373182090409828
351058,351059,86393118,2017-03-02T00:00:00.000Z,PAGE ST,08:54,1100,VA,,,,,No Parking any time,n/a,1100 PAGE ST,100398,"(38.03572315, -78.4949814846298)",0.04126015426888922
360447,360448,87065924,2017-03-03T00:00:00.000Z,CARLTON RD,01:00,100,VA,,,,,Obstructing Traffic ,n/a,100 CARLTON RD,109776,"(38.026826, -78.468658)",0.025
350997,350998,86387718,2017-03-03T00:00:00.000Z,UNIVERSITY CIR,17:58,21,VA,,,,,No Parking any time,n/a,21 UNIVERSITY CIR,109733,"(38.0435898168634, -78.5027938560877)",3.35146775515443
15639,16640,00200057,2017-03-03T11:17:51.000Z,KING ST,11:17,800,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,800 KING ST,99224,"(38.0290659274985, -78.4938362900898)",2.873333179260595
364538,364539,87890622,2017-03-04T00:00:00.000Z,3RD ST SE,15:31,103,VA,,,,,Handicapped Space,n/a,103 3RD ST SE,110348,"(38.0301331, -78.4801763)",0.025
354607,354608,86631627,2017-03-04T00:00:00.000Z,GOODMAN ST,16:29,100,VA,,,,,12 Inches From Curb,n/a,100 GOODMAN ST,44800,"(38.027341, -78.474498)",0.13870880799691115
357561,357562,86824318,2017-03-05T00:00:00.000Z,LOCUST AVE,17:45,900,VA,,,,,No Parking any time,n/a,900 LOCUST AVE,135281,"(38.038433, -78.465595)",14.596207997273883
363985,363986,87641918,2017-03-05T00:00:00.000Z,W MAIN ST,11:31,320,VA,,,,,No Parking any time,n/a,320 W MAIN ST,36253,"(38.0302997, -78.486074079989)",0.340358308777355
355280,356281,86745222,2017-03-06T00:00:00.000Z,W MAIN ST,12:50,625,DC,,,,,Handicapped Space,n/a,625 W MAIN ST,3480,"(38.0315897, -78.4892259874753)",0.24480673964223884
15709,16710,00200127,2017-03-06T08:07:15.000Z,10 1/2 ST NW,08:07,300,VA,,,,,Warning,n/a,300 10 1/2 ST NW,105016,"(38.035642, -78.49417)",0.06552795313783825
362647,362648,87353416,2017-03-07T00:00:00.000Z,NALLE ST,16:55,858,VA,,,,,Permit Zone w/o Permit,n/a,858 NALLE ST,107841,"(38.0300686, -78.4944050968171)",2.0936892996589562
15802,16803,00200229,2017-03-07T13:58:10.000Z,THOMSON RD,13:58,1900,VA,,,,,LT Side to Curb,n/a,1900 THOMSON RD,110782,"(38.036498, -78.50802)",0.6491378357260161
15806,16807,00200233,2017-03-07T14:07:47.000Z,GENTRY LN,14:07,1400,VA,,,03/07/2017,03/08/2017,LT Side to Curb,denied,1400 GENTRY LN,178465,"(38.05121175, -78.4884376734769)",30.216479682683808
15808,16809,00200235,2017-03-07T14:11:14.000Z,CAMBRIDGE CIR,14:11,1600,TX,,,,,LT Side to Curb,n/a,1600 CAMBRIDGE CIR,27991,"(38.048779, -78.4868060372338)",24.195463856010516
15810,16811,00200237,2017-03-07T14:15:03.000Z,MASON LN,14:15,1600,VA,,,,,LT Side to Curb,n/a,1600 MASON LN,47574,"(38.047003, -78.488556)",17.779861523959976
363674,363675,87566605,2017-03-08T00:00:00.000Z,HIGHLAND AVE,08:19,2316,VA,,,,,LT Side to Curb,n/a,2316 HIGHLAND AVE,87176,"(38.0233799, -78.5108951476583)",25.35274975568003
15843,16844,00200270,2017-03-08T10:15:02.000Z,MAPLE ST,10:15,800,VA,,,,,Curb Painted Yellow,n/a,800 MAPLE ST,67646,"(38.032281, -78.474727)",1.1996688174870622
15857,16858,00200288,2017-03-08T13:41:07.000Z,OAKHURST CIR,13:41,0,VA,,,,,Permit Zone w/o Permit,n/a,0 OAKHURST CIR,105877,"(38.0315245, -78.506655840625)",4.732154670535381
15872,16873,00200303,2017-03-08T14:16:45.000Z,HINTON AVE,14:16,600,TN,,,,,LT Side to Curb,n/a,600 HINTON AVE,27002,"(38.0264, -78.4795359924637)",1.291067342564091
15882,16883,00200315,2017-03-09T08:04:02.000Z,W MAIN ST,08:04,900,VA,,,,,Obstructing Traffic ,n/a,900 W MAIN ST,109545,"(38.03215995, -78.4944092104718)",0.6670781337734438
15895,16896,00200327,2017-03-09T10:59:20.000Z,11TH ST NE,10:59,300,VA,,,,,Handicapped Space,n/a,300 11TH ST NE,128561,"(38.029507, -78.471405)",0.331097538524271
364540,364541,87891022,2017-03-10T00:00:00.000Z,2ND ST SW,15:07,108,NC,,,,,Handicapped Space,n/a,108 2ND ST SW,17636,"(38.0305259, -78.482392)",0.02700321774947959
362185,362186,87263018,2017-03-10T00:00:00.000Z,RAINIER RD,03:40,813,VA,,,,,No Parking any time,n/a,813 RAINIER RD,104047,"(38.02050695, -78.5065708442431)",30.13307456111149
364631,364632,87937824,2017-03-11T00:00:00.000Z,RIDGE ST,03:23,880,VA,,,04/25/2017,04/25/2017,Obstructing Traffic ,granted,880 RIDGE ST,46791,"(38.01995135, -78.493257135849)",19.256383482622773
355183,356184,86737118,2017-03-12T00:00:00.000Z,CHANCELLOR ST,23:06,136,VA,,,03/17/2017,03/20/2017,No Parking any time,denied,136 CHANCELLOR ST,110001,"(38.0370342684498, -78.5008473719274)",0.025
364541,364542,87891422,2017-03-14T00:00:00.000Z,W MAIN ST,11:45,201,IN,,,,,Handicapped Space,n/a,201 W MAIN ST,8012,"(38.031274, -78.4822301192927)",0.025
362597,362598,87337625,2017-03-14T00:00:00.000Z,GRADY AVE,16:45,1300,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1300 GRADY AVE,103980,"(38.039764, -78.495458)",1.8937904771179668
340436,339437,85496322,2017-03-14T00:00:00.000Z,ANDERSON ST,19:19,914,VA,,,,,Handicapped Space,n/a,914 ANDERSON ST,108944,"(38.03616415, -78.4917367656011)",0.41640364271741404
16052,17053,00200502,2017-03-14T11:26:47.000Z,JEFFERSON PARK AVE,11:26,2100,VA,,,,,No Parking any time,n/a,2100 JEFFERSON PARK AVE,109575,"(38.0261147, -78.5134468437618)",19.835309502973598
363244,363245,87500712,2017-03-15T00:00:00.000Z,DANBURY CT,17:13,2233,VA,,,,,15ft of Fire Hydrant,n/a,2233 DANBURY CT,109708,"(38.018708, -78.471195)",7.07978687907019
362192,362193,87263705,2017-03-15T00:00:00.000Z,SHAMROCK RD,04:00,128,VA,,,,,LT Side to Curb,n/a,128 SHAMROCK RD,108794,"(38.02935965, -78.5126030358038)",11.5248826322953
362432,362433,87298212,2017-03-15T00:00:00.000Z,KING ST,16:01,918,VA,,,,,15ft of Fire Hydrant,n/a,918 KING ST,115950,"(38.02926485, -78.4964222525105)",3.5401537945787704
351064,351065,86393426,2017-03-15T00:00:00.000Z,WERTLAND ST,09:15,1100,MD,,,,,Curb Painted Yellow,n/a,1100 WERTLAND ST,11546,"(38.03406475, -78.4957514871532)",0.13712490353144413
362186,362187,87263115,2017-03-15T00:00:00.000Z,VIRGINIA AVE,02:51,1503,NY,,,03/22/2017,03/24/2017,Parking 20ft of Intersection,denied,1503 VIRGINIA AVE,21273,"(38.0382412902996, -78.498692261411)",0.3706533480371294
362188,362189,87263324,2017-03-15T00:00:00.000Z,JOHN ST,03:00,1221,VA,,,,,Obstructing Traffic ,n/a,1221 JOHN ST,144828,"(38.03684, -78.496475)",0.15806141246701993
362190,362191,87263505,2017-03-15T00:00:00.000Z,HARMON ST,03:50,117,MD,,,,,LT Side to Curb,n/a,117 HARMON ST,11744,"(38.02801345, -78.5132650554999)",14.929216420051322
362191,362192,87263625,2017-03-15T00:00:00.000Z,WASHINGTON AVE,03:55,105,KY,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,105 WASHINGTON AVE,8424,"(38.0271907, -78.5129251986453)",16.642579725365863
364543,364544,87891722,2017-03-15T00:00:00.000Z,E MAIN ST,15:33,401,VA,,,03/17/2017,03/17/2017,Handicapped Space,denied,401 E MAIN ST,31446,"(38.0301601, -78.4791097)",0.025
364433,364434,87845124,2017-03-16T00:00:00.000Z,11TH ST NW,13:48,363,VA,,,,,Obstructing Traffic ,n/a,363 11TH ST NW,127647,"(38.037997, -78.494135)",0.9397744532026008
354610,354611,86631812,2017-03-16T00:00:00.000Z,6TH ST SE,08:45,700,VA,,,,,15ft of Fire Hydrant,n/a,700 6TH ST SE,107089,"(38.024994, -78.480673)",2.7840514672766905
355116,356117,86732713,2017-03-17T00:00:00.000Z,JEFFERSON PARK AVE,07:17,1708,VA,,,,,Blocking Drive ,n/a,1708 JEFFERSON PARK AVE,32478,"(38.0299899, -78.5084722305066)",7.902641210766558
364634,364635,87940218,2017-03-18T00:00:00.000Z,UNIVERSITY CIR,15:00,1841,VA,,,,,No Parking any time,n/a,1841 UNIVERSITY CIR,177446,"(38.0417002437306, -78.5020477410607)",1.7743280938859882
364544,364545,87892025,2017-03-18T00:00:00.000Z,E MAIN ST,13:24,322,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,322 E MAIN ST,107681,"(38.0299982, -78.4793867)",0.025
355118,356119,86732824,2017-03-19T00:00:00.000Z,NORTHWOOD AVE,06:53,600,VA,,,,,Obstructing Traffic ,n/a,600 NORTHWOOD AVE,110084,"(38.035985, -78.478067)",3.5867951169270165
16312,17313,00200790,2017-03-20T14:12:43.000Z,2ND ST SE,14:12,0,VA,,,,,No Parking any time,n/a,0 2ND ST SE,110406,"(38.0278052, -78.4820162)",0.9003833819714658
364635,364636,87940318,2017-03-21T00:00:00.000Z,UNIVERSITY CIR,08:25,1880,VA,,,,,No Parking any time,n/a,1880 UNIVERSITY CIR,63289,"(38.0417756850459, -78.5018498374326)",1.8869013602081617
16321,17322,00200800,2017-03-21T10:40:47.000Z,FONTAINE AVE,10:40,2300,VA,,,,,Blocking Drive ,n/a,2300 FONTAINE AVE,114449,"(38.025841, -78.51662)",23.41192772152442
16324,17325,00200803,2017-03-21T11:02:50.000Z,STADIUM RD,11:02,0,VA,,,,,No Parking any time,n/a,0 STADIUM RD,117402,"(38.028954, -78.513947)",13.287591741264015
364098,364099,87683616,2017-03-22T00:00:00.000Z,MONTEBELLO CIR,16:24,312,VA,,,,,Permit Zone w/o Permit,n/a,312 MONTEBELLO CIR,127420,"(38.02997125, -78.5112138726415)",9.474340628764464
364621,364622,87935415,2017-03-22T00:00:00.000Z,5TH ST SW,20:16,223,VA,,,,,Parking 20ft of Intersection,n/a,223 5TH ST SW,109116,"(38.02923215, -78.48891879473)",1.3838599640098062
364522,364523,87887607,2017-03-22T00:00:00.000Z,7 1/2 ST SW,11:40,7,VA,,,,,Loading Zone,n/a,7 7 1/2 ST SW,106374,"(38.02747, -78.493158)",4.459166222703468
364100,364101,87683812,2017-03-22T00:00:00.000Z,VIRGINIA AVE,20:40,1411,MD,,,,,15ft of Fire Hydrant,n/a,1411 VIRGINIA AVE,11201,"(38.0379497142857, -78.4977948979592)",0.36772751110542773
16371,17372,00200854,2017-03-22T10:04:03.000Z,KING ST,10:04,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 KING ST,108322,"(38.0290836, -78.4972409858745)",4.057001033934632
16372,17373,00200855,2017-03-22T10:08:30.000Z,PATON ST,10:08,400,VA,,,,,No Parking any time,n/a,400 PATON ST,160766,"(38.027761, -78.502262)",8.360543575284039
16374,17375,00200857,2017-03-22T10:39:09.000Z,LEXINGTON AVE,10:39,600,VA,,,,,Void,n/a,600 LEXINGTON AVE,109785,"(38.034091, -78.471937)",3.6363573632504194
355379,356380,86753018,2017-03-23T00:00:00.000Z,ARLINGTON BLVD,18:17,1935,VA,,,,,No Parking any time,n/a,1935 ARLINGTON BLVD,150591,"(38.048383122449, -78.5045101428571)",9.687492529726374
16456,17457,00200943,2017-03-23T09:31:55.000Z,AVON ST,09:31,300,NJ,,,,,LT Side to Curb,n/a,300 AVON ST,18827,"(38.02680325, -78.4774501)",0.6656808730134844
351068,351069,86393626,2017-03-24T00:00:00.000Z,14TH ST NW,11:52,224,VA,,,,,Curb Painted Yellow,n/a,224 14TH ST NW,120145,"(38.0357291, -78.4979425353062)",0.025
362023,362024,87220118,2017-03-24T00:00:00.000Z,MONTICELLO RD,20:00,1000,TX,,,,,No Parking any time,n/a,1000 MONTICELLO RD,27944,"(38.0233786, -78.4733204796663)",2.1170435989697474
16530,17531,00201017,2017-03-24T11:09:54.000Z,6TH ST SE,11:09,500,VA,,,,,Parking 20ft of Intersection,n/a,500 6TH ST SE,90026,"(38.026465, -78.479567)",1.253519436833588
16531,17532,00201018,2017-03-24T11:37:04.000Z,SHAMROCK RD,11:37,200,VA,,,,,LT Side to Curb,n/a,200 SHAMROCK RD,109700,"(38.026555, -78.510288)",16.159689824243063
16533,17534,00201020,2017-03-24T11:46:55.000Z,MCELROY DR,11:46,2700,VA,,,,,LT Side to Curb,n/a,2700 MCELROY DR,106835,"(38.01674815, -78.5162393532552)",56.91300156717324
16534,17535,00201021,2017-03-24T11:52:30.000Z,SUNSET AVE,11:52,200,VA,,,,,LT Side to Curb,n/a,200 SUNSET AVE,131614,"(38.020381, -78.51609)",41.40188813893849
360451,360452,87066122,2017-03-25T00:00:00.000Z,MCINTIRE RD,00:35,510,VA,,,,,Handicapped Space,n/a,510 MCINTIRE RD,35150,"(38.0355507, -78.4808036)",2.256471590491664
351070,351071,86393712,2017-03-25T00:00:00.000Z,DOUGLAS AVE,19:37,200,NC,,,,,15ft of Fire Hydrant,n/a,200 DOUGLAS AVE,15560,"(38.02656925, -78.4726123016149)",0.1810081812438265
351072,351073,86393826,2017-03-26T00:00:00.000Z,WERTLAND ST,01:17,1025,NJ,,,,,Curb Painted Yellow,n/a,1025 WERTLAND ST,18311,"(38.034525, -78.4953194790991)",0.03623640117041197
350004,350005,86300605,2017-03-27T00:00:00.000Z,CEDAR HILL RD,03:47,1906,FL,,,,,LT Side to Curb,n/a,1906 CEDAR HILL RD,4523,"(38.0635210141217, -78.4955940072228)",72.70312445912852
364108,364109,87685711,2017-03-27T00:00:00.000Z,ELLIEWOOD AVE,01:25,16,VA,,,,,Prohibited Zone,n/a,16 ELLIEWOOD AVE,35929,"(38.0355651251418, -78.5008537694967)",0.16329715996217056
362576,362577,87323726,2017-03-27T00:00:00.000Z,14TH ST NW,15:45,230,VA,,,,,Curb Painted Yellow,n/a,230 14TH ST NW,86118,"(38.035916, -78.4983056)",0.025
363638,363639,87556922,2017-03-28T00:00:00.000Z,MILLMONT ST,08:00,1159,VA,,,,,Handicapped Space,n/a,1159 MILLMONT ST,108613,"(38.0536943727709, -78.5015793249967)",24.932541389828312
364528,364529,87888628,2017-03-29T00:00:00.000Z,1ST ST S,13:37,109,VA,,,,,Occupying Adjoining Space,n/a,109 1ST ST S,123661,"(38.0303628, -78.4818194)",0.025262599508715962
16599,17600,00201101,2017-03-29T09:48:21.000Z,W HIGH ST,09:48,200,VA,,,,,No Parking any time,n/a,200 W HIGH ST,106151,"(38.033224, -78.483328)",0.3136397763467856
363930,363931,87618918,2017-03-30T00:00:00.000Z,WERTLAND ST,17:15,1311,VA,,,,,No Parking any time,n/a,1311 WERTLAND ST,125136,"(38.0347194, -78.4986882)",0.20498350877915278
355039,356040,86726024,2017-03-30T00:00:00.000Z,ROSE HILL DR,09:25,901,VA,,,,,Obstructing Traffic ,n/a,901 ROSE HILL DR,106550,"(38.03991935, -78.4866815716304)",5.104481238842066
364531,364532,87888918,2017-03-30T00:00:00.000Z,E MAIN ST,14:50,605,VA,,,,,No Parking any time,n/a,605 E MAIN ST,30464,"(38.029994, -78.4769836380149)",0.036351186503454064
16748,17749,00201252,2017-03-30T13:56:13.000Z,10 1/2 ST NW,13:56,400,VA,,,,,Void,n/a,400 10 1/2 ST NW,68574,"(38.037682, -78.493092)",0.948338768544919
362599,362600,87337818,2017-03-31T00:00:00.000Z,WATERBURY CT,23:39,200,VA,,,,,No Parking any time,n/a,200 WATERBURY CT,97676,"(38.018716, -78.471373)",7.157425405529968
364622,364623,87935519,2017-03-31T00:00:00.000Z,1ST ST S,18:39,106,VA,,,,,No Parking Desig HR ,n/a,106 1ST ST S,107972,"(38.03035765, -78.4815754226086)",0.025
350007,350008,86300719,2017-04-01T00:00:00.000Z,UNIVERSITY CIR,07:30,41,VA,,,,,No Parking Desig HR ,n/a,41 UNIVERSITY CIR,118471,"(38.0436018705821, -78.5036654156922)",3.0669955718615856
362658,362659,87358119,2017-04-01T00:00:00.000Z,UNIVERSITY CIR,07:25,33,MA,,,,,No Parking Desig HR ,n/a,33 UNIVERSITY CIR,9259,"(38.043610435291, -78.5036572078461)",3.0787917790129304
363986,363987,87642018,2017-04-01T00:00:00.000Z,E MARKET ST,10:00,311,VA,,,,,No Parking any time,n/a,311 E MARKET ST,109848,"(38.0317403, -78.4819014)",0.06180187241903019
362585,362586,87327619,2017-04-01T00:00:00.000Z,1ST ST S,01:47,900,VA,,,,,No Parking Desig HR ,n/a,900 1ST ST S,109107,"(38.02291625, -78.4856291361419)",7.6580900899391
362420,362421,87295505,2017-04-06T00:00:00.000Z,CABELL AVE,21:17,800,DC,,,,,LT Side to Curb,n/a,800 CABELL AVE,3322,"(38.0422210420656, -78.4964744064238)",4.081065618773438
16824,17825,00201360,2017-04-07T12:40:58.000Z,7TH ST SW,12:40,100,VA,,,,,No Parking any time,n/a,100 7TH ST SW,106989,"(38.031303, -78.489645)",0.3858347771359249
362602,362603,87338119,2017-04-08T00:00:00.000Z,E SOUTH ST,18:22,106,VA,,,,,No Parking Desig HR ,n/a,106 E SOUTH ST,32946,"(39.7905412432432, -85.6120738108108)",22160.908719863346
340442,339443,85496616,2017-04-10T00:00:00.000Z,THOMSON RD,16:38,1922,NY,,,,,Permit Zone w/o Permit,n/a,1922 THOMSON RD,20792,"(38.036884750933, -78.5096904414651)",0.7195328776741395
340444,339445,85496716,2017-04-10T00:00:00.000Z,THOMSON RD,16:40,1918,VA,,,,,Permit Zone w/o Permit,n/a,1918 THOMSON RD,107648,"(38.0368133452735, -78.5093869674124)",0.707054411090688
340446,339447,85496816,2017-04-10T00:00:00.000Z,THOMSON RD,16:42,1912,VA,,,,,Permit Zone w/o Permit,n/a,1912 THOMSON RD,113832,"(38.0367094726442, -78.5089310138122)",0.6868057943750174
340439,339440,85496516,2017-04-10T00:00:00.000Z,THOMSON RD,16:34,1934,MA,,,,,Permit Zone w/o Permit,n/a,1934 THOMSON RD,9462,"(38.0370879707824, -78.5106033109597)",0.7638142752652379
340449,339450,85497016,2017-04-10T00:00:00.000Z,THOMSON RD,16:44,1910,VA,,,,,Permit Zone w/o Permit,n/a,1910 THOMSON RD,102988,"(38.0366754499185, -78.5087788912585)",0.6798008297132558
16854,17855,00201394,2017-04-10T10:38:00.000Z,CHERRY AVE,10:38,1000,VA,,,,,Permit Zone w/o Permit,n/a,1000 CHERRY AVE,37893,"(38.0263298, -78.4976017911447)",8.2882452259659
358274,358275,86868613,2017-04-11T00:00:00.000Z,3RD ST NE,19:24,420,VA,,,,,Blocking Drive ,n/a,420 3RD ST NE,121977,"(38.0328731837114, -78.4786760612831)",0.805584097616754
363198,363199,87488213,2017-04-11T00:00:00.000Z,E JEFFERSON ST,21:21,208,VA,,,,,Blocking Drive ,n/a,208 E JEFFERSON ST,107312,"(38.0319275918367, -78.4799178367347)",0.24412484277586446
359186,359187,86932913,2017-04-12T00:00:00.000Z,MAYWOOD LN,17:02,114,VA,,,04/12/2017,04/17/2017,Blocking Drive ,denied,114 MAYWOOD LN,117964,"(38.02882705, -78.5080019040984)",9.715554187858654
364156,364157,87705213,2017-04-12T00:00:00.000Z,JEFFERSON PARK AVE,21:55,208,VA,,,,,Blocking Drive ,n/a,208 JEFFERSON PARK AVE,79186,"(38.0318344, -78.5076841)",4.751929062765137
362577,362578,87323815,2017-04-12T00:00:00.000Z,CARROLLTON TER,16:15,  0,VA,,,,,Parking 20ft of Intersection,n/a,0 CARROLLTON TER,121323,"(38.02732, -78.510026)",14.169772896439593
356471,355472,86691113,2017-04-13T00:00:00.000Z,ROBERTSON AVE,12:45,2300,VA,,,,,Blocking Drive ,n/a,2300 ROBERTSON AVE,107283,"(38.024424, -78.512875)",24.09816182748778
355122,356123,86733026,2017-04-13T00:00:00.000Z,ALTAMONT CIR,12:23,111,VA,,,,,Curb Painted Yellow,n/a,111 ALTAMONT CIR,87388,"(38.03445855, -78.4806612895443)",1.4075496602477802
359584,359585,87007332,2017-04-13T00:00:00.000Z,GILLESPIE AVE,02:03,711,VA,,,,,Dual Wheeled Veh Overnight,n/a,711 GILLESPIE AVE,31386,"(38.0331298571429, -78.4656786122449)",4.899497800850218
364158,364159,87705419,2017-04-15T00:00:00.000Z,WEST ST,20:44,000,VA,,,,,No Parking Desig HR ,n/a,000 WEST ST,122161,"(38.0368527, -78.4907706)",0.8929837818602081
355185,356186,86737218,2017-04-15T00:00:00.000Z,WERTLAND ST,22:58,1306,PA,,,,,No Parking any time,n/a,1306 WERTLAND ST,23754,"(38.03435935, -78.4983242575529)",0.27734540914775496
359475,359476,86993216,2017-04-17T00:00:00.000Z,PIEDMONT AVE N,16:20,119,VA,,,,,Permit Zone w/o Permit,n/a,119 PIEDMONT AVE N,32766,"(38.027334, -78.51893)",21.2385280233484
16959,17960,00201523,2017-04-17T10:57:20.000Z,STADIUM RD,10:57,2000,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,2000 STADIUM RD,109433,"(38.02846205, -78.5146430040404)",14.898635517652977
17007,18008,00201584,2017-04-18T11:28:06.000Z,SHAMROCK RD,11:28,100,VA,,,,,Permit Zone w/o Permit,n/a,100 SHAMROCK RD,103590,"(38.024323, -78.506838)",19.04597105501671
17010,18011,00201587,2017-04-18T11:34:53.000Z,CHELSEA DR,11:34,100,VA,,,,,Permit Zone w/o Permit,n/a,100 CHELSEA DR,107437,"(38.028766, -78.512364)",12.610000608739984
17072,18073,00201650,2017-04-18T14:16:54.000Z,ALBEMARLE ST,14:16,200,VA,,,,,LT Side to Curb,n/a,200 ALBEMARLE ST,48399,"(38.03339, -78.489542)",0.025
17074,18075,00201653,2017-04-18T14:42:06.000Z,WILLOW DR,14:42,1300,VA,,,,,LT Side to Curb,n/a,1300 WILLOW DR,128814,"(38.034984, -78.461602)",9.992071103788245
359070,359071,86924613,2017-04-19T00:00:00.000Z,HINTON AVE,20:40,804,CT,,,,,Blocking Drive ,n/a,804 HINTON AVE,2603,"(38.02483585, -78.4762414063189)",1.6742869049634341
350008,350009,86300818,2017-04-23T00:00:00.000Z,UNIVERSITY CIR,22:42,6,VA,,,,,No Parking any time,n/a,6 UNIVERSITY CIR,109350,"(38.043132, -78.502057)",3.1077192206174336
17295,18296,00201883,2017-04-24T14:41:37.000Z,GORDON AVE,14:41,1200,VA,,,,,Parking on Sidewalk/Blocking Sidewalk,n/a,1200 GORDON AVE,115600,"(38.038489, -78.495067)",1.0587593854829747
17296,18297,00201887,2017-04-25T08:25:33.000Z,5TH ST SW,08:25,200,VA,,,,,No Parking any time,n/a,200 5TH ST SW,94461,"(38.030177, -78.487982)",0.6435376924352626
17357,18358,00201947,2017-04-25T13:02:39.000Z,JOHN ST,13:02,1100,OH,,,,,Warning,n/a,1100 JOHN ST,22506,"(38.036349, -78.496029)",0.08527490272502816
349571,347572,86126319,2017-04-26T00:00:00.000Z,UNIVERSITY AVE,01:38,1401,VA,,,,,No Parking Desig HR ,n/a,1401 UNIVERSITY AVE,116600,"(38.034544, -78.500187)",0.42050258646440825
17412,18413,00202003,2017-04-26T08:51:51.000Z,KING ST,08:51,700,VA,,,04/28/2017,05/01/2017,Parking on Sidewalk/Blocking Sidewalk,denied,700 KING ST,113159,"(38.02862, -78.492336)",2.844573500091491
17420,18421,00202013,2017-04-26T09:44:18.000Z,4TH ST NE,09:44,400,VA,,,,,Other,n/a,400 4TH ST NE,109387,"(38.03140205, -78.478493254119)",0.222193640092095
17465,18466,00202057,2017-04-26T11:57:36.000Z,W HIGH ST,11:57,100,VA,,,,,No Parking any time,n/a,100 W HIGH ST,109892,"(38.032979, -78.480692)",0.5436831103230731
